Season,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90min,Ast_90min,G+A_90min,G-PK_90min,G+A-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90min,xAG_90min,xG+xAG,npxG_90min,npxG+xAG_90min,0
2003-2004,Andy Melville,WAL,"DF,MF",Fulham,34,1968,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gaizka Mendieta,ESP,MF,Middlesbrough,29,1974,31,30,"2,661",29.6,2.0,4.0,6.0,2.0,0.0,0.0,3,0.0,0.07,0.14,0.2,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Kenny Miller,SCO,FW,Wolves,23,1979,25,17,"1,428",15.9,2.0,1.0,3.0,2.0,0.0,0.0,2,0.0,0.13,0.06,0.19,0.13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Danny Mills,ENG,DF,Middlesbrough,26,1977,28,28,"2,503",27.8,1.0,1.0,2.0,1.0,0.0,0.0,7,0.0,0.04,0.04,0.07,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,James Milner,ENG,"DF,MF",Leeds United,17,1986,30,27,"2,381",26.5,3.0,0.0,3.0,3.0,0.0,0.0,2,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Stefan Moore,ENG,FW,Aston Villa,19,1983,15,2,397,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.23,0.0,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Javi Moreno,ESP,FW,Bolton,28,1974,8,1,230,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Ivica Mornar,CRO,"FW,MF",Portsmouth,29,1974,8,3,355,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jody Morris,ENG,MF,Leeds United,24,1978,12,11,936,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Clinton Morrison,IRL,FW,Birmingham City,24,1979,32,19,"1,793",19.9,4.0,4.0,8.0,4.0,0.0,0.0,1,0.0,0.2,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,James Morrison,SCO,"FW,MF",Middlesbrough,17,1986,1,0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Danny Murphy,ENG,MF,Liverpool,26,1977,31,19,"1,923",21.4,5.0,4.0,9.0,2.0,3.0,3.0,2,0.0,0.23,0.19,0.42,0.09,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Matt Murray,ENG,GK,Wolves,22,1981,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Adrian Mutu,ROU,"FW,MF",Chelsea,24,1979,25,21,"1,759",19.5,6.0,4.0,10.0,6.0,0.0,0.0,5,0.0,0.31,0.2,0.51,0.31,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Bruno N'Gotty,FRA,DF,Bolton,32,1971,33,32,"2,886",32.1,3.0,1.0,4.0,3.0,0.0,0.0,3,0.0,0.09,0.03,0.12,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Lilian Nalis,FRA,MF,Leicester City,31,1971,20,11,"1,031",11.5,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Carlo Nash,ENG,GK,Middlesbrough,29,1973,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Lee Naylor,ENG,DF,Wolves,23,1980,38,37,"3,213",35.7,1.0,1.0,2.0,1.0,0.0,0.0,6,0.0,0.03,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gary Naysmith,SCO,"DF,MF",Everton,24,1978,29,27,"2,431",27.0,2.0,5.0,7.0,2.0,0.0,0.0,2,1.0,0.07,0.19,0.26,0.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Lucas Neill,AUS,DF,Blackburn,25,1978,32,30,"2,592",28.8,2.0,0.0,2.0,2.0,0.0,0.0,6,1.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Szilárd Németh,SVK,FW,Middlesbrough,25,1977,32,17,"1,617",18.0,9.0,2.0,11.0,9.0,0.0,0.0,2,0.0,0.5,0.11,0.61,0.5,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gary Neville,ENG,DF,Manchester Utd,28,1975,30,30,"2,689",29.9,2.0,3.0,5.0,2.0,0.0,0.0,4,0.0,0.07,0.1,0.17,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Phil Neville,ENG,"DF,MF",Manchester Utd,26,1977,31,29,"2,504",27.8,0.0,2.0,2.0,0.0,0.0,0.0,5,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Shaun Newton,ENG,MF,Wolves,27,1975,28,20,"1,725",19.2,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alexis Nicolas,CYP,MF,Chelsea,20,1983,2,1,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Antti Niemi,FIN,GK,Southampton,31,1972,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Ruud van Nistelrooy,NED,FW,Manchester Utd,27,1976,32,31,"2,753",30.6,20.0,2.0,22.0,19.0,1.0,4.0,4,0.0,0.65,0.07,0.72,0.62,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Kevin Nolan,ENG,MF,Bolton,21,1982,37,37,"3,105",34.5,9.0,1.0,10.0,9.0,0.0,0.0,8,0.0,0.26,0.03,0.29,0.26,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alex Nyarko,GHA,MF,Everton,29,1973,11,7,644,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Andy O'Brien,IRL,DF,Newcastle Utd,24,1979,28,27,"2,345",26.1,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gary O'Neil,ENG,MF,Portsmouth,20,1983,3,3,235,2.6,2.0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.77,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,John O'Shea,IRL,"DF,MF",Manchester Utd,22,1981,33,32,"2,817",31.3,2.0,1.0,3.0,2.0,0.0,0.0,1,0.0,0.06,0.03,0.1,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Michael Oakes,ENG,GK,Wolves,29,1973,21,21,"1,890",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Matt Oakley,ENG,MF,Southampton,25,1977,7,7,630,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jay-Jay Okocha,NGA,MF,Bolton,29,1973,35,33,"2,967",33.0,0.0,4.0,4.0,0.0,0.0,0.0,4,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Isaac Okoronkwo,NGA,DF,Wolves,25,1978,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Salomon Olembé,CMR,MF,Leeds United,22,1980,12,8,840,9.3,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Filipe Oliveira,POR,"DF,MF",Chelsea,19,1984,1,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Brett Ormerod,ENG,FW,Southampton,26,1976,22,14,"1,202",13.4,5.0,0.0,5.0,5.0,0.0,0.0,1,0.0,0.37,0.0,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Leon Osman,ENG,MF,Everton,22,1981,4,3,278,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.32,0.32,0.65,0.32,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jon Otsemobor,ENG,DF,Bolton,20,1983,5,5,367,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Michael Owen,ENG,FW,Liverpool,23,1979,29,29,"2,488",27.6,16.0,3.0,19.0,12.0,4.0,5.0,0,0.0,0.58,0.11,0.69,0.43,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alpay Özalan,TUR,DF,Aston Villa,30,1973,6,4,430,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Juan Pablo Ángel,COL,FW,Aston Villa,27,1975,33,33,"2,770",30.8,16.0,0.0,16.0,14.0,2.0,3.0,3,0.0,0.52,0.0,0.52,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Marians Pahars,LVA,"FW,MF",Southampton,26,1976,14,6,584,6.5,2.0,1.0,3.0,2.0,0.0,0.0,0,0.0,0.31,0.15,0.46,0.31,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Scott Parker,ENG,MF,Charlton Ath,22,1980,20,20,"1,763",19.6,2.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Scott Parker,ENG,MF,Chelsea,22,1980,11,7,603,6.7,1.0,2.0,3.0,1.0,0.0,0.0,2,0.0,0.15,0.3,0.45,0.15,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Ray Parlour,ENG,MF,Arsenal,30,1973,25,16,"1,521",16.9,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Stuart Parnaby,ENG,DF,Middlesbrough,21,1982,13,8,813,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Petri Pasanen,FIN,DF,Portsmouth,22,1980,12,11,940,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Juninho Paulista,BRA,MF,Middlesbrough,30,1973,31,26,"2,293",25.5,8.0,2.0,10.0,8.0,0.0,0.0,2,0.0,0.31,0.08,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Ian Pearce,ENG,DF,Fulham,29,1974,13,12,"1,095",12.2,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Henrik Pedersen,DEN,FW,Bolton,28,1975,33,19,"1,739",19.3,7.0,0.0,7.0,7.0,0.0,0.0,1,0.0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Mark Pembridge,WAL,MF,Fulham,32,1970,16,13,"1,037",11.5,1.0,2.0,3.0,1.0,0.0,0.0,1,0.0,0.09,0.17,0.26,0.09,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jermaine Pennant,ENG,MF,Leeds United,20,1983,36,34,"2,969",33.0,2.0,6.0,8.0,2.0,0.0,0.0,5,0.0,0.06,0.18,0.24,0.06,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Vincent Péricard,FRA,FW,Portsmouth,20,1982,6,0,58,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Chris Perry,ENG,DF,Charlton Ath,30,1973,29,25,"2,312",25.7,1.0,0.0,1.0,1.0,0.0,0.0,5,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Emmanuel Petit,FRA,"DF,MF",Chelsea,32,1970,4,3,264,2.9,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Bobby Petta,NED,MF,Fulham,28,1974,9,3,319,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Kevin Phillips,ENG,FW,Southampton,30,1973,34,28,"2,594",28.8,13.0,3.0,16.0,13.0,0.0,0.0,2,1.0,0.45,0.1,0.56,0.45,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Robert Pirès,FRA,"FW,MF",Arsenal,29,1973,36,33,"2,845",31.6,14.0,8.0,22.0,14.0,0.0,0.0,0,0.0,0.44,0.25,0.7,0.44,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alessandro Pistone,ITA,DF,Everton,28,1975,21,20,"1,625",18.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Hélder Postiga,POR,FW,Tottenham,20,1982,19,9,901,10.0,1.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Stefan Postma,NED,GK,Aston Villa,26,1976,2,0,84,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Chris Powell,ENG,DF,Charlton Ath,33,1969,16,11,962,10.7,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gus Poyet,URU,MF,Tottenham,35,1967,20,12,961,10.7,3.0,1.0,4.0,3.0,0.0,0.0,1,0.0,0.28,0.09,0.37,0.28,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Darren Pratley,ENG,"DF,MF",Fulham,18,1985,1,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Linvoy Primus,ENG,DF,Portsmouth,29,1973,21,19,"1,607",17.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,David Prutton,ENG,MF,Southampton,21,1981,26,21,"1,960",21.8,1.0,2.0,3.0,1.0,0.0,0.0,4,1.0,0.05,0.09,0.14,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Darren Purse,ENG,DF,Birmingham City,26,1977,9,9,802,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Nigel Quashie,SCO,MF,Portsmouth,25,1978,21,17,"1,601",17.8,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Franck Queudrue,FRA,DF,Middlesbrough,24,1978,31,31,"2,695",29.9,0.0,1.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Lucas Radebe,RSA,DF,Leeds United,34,1969,14,11,960,10.7,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Tomasz Radzinski,CAN,FW,Everton,29,1973,34,28,"2,564",28.5,8.0,4.0,12.0,8.0,0.0,0.0,2,0.0,0.28,0.14,0.42,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alex Rae,SCO,MF,Wolves,33,1969,33,27,"2,529",28.1,5.0,3.0,8.0,5.0,0.0,0.0,10,1.0,0.18,0.11,0.28,0.18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jamie Redknapp,ENG,MF,Tottenham,30,1973,17,14,"1,271",14.1,1.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Zesh Rehman,PAK,DF,Fulham,19,1983,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Steven Reid,IRL,"DF,MF",Blackburn,22,1981,16,9,803,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Claudio Reyna,USA,MF,Manchester City,30,1973,23,19,"1,564",17.4,1.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.06,0.06,0.12,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Dean Richards,ENG,DF,Tottenham,29,1974,23,23,"2,070",23.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Frazer Richardson,ENG,DF,Leeds United,20,1982,4,2,184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Michael Ricketts,ENG,FW,Middlesbrough,24,1978,23,7,778,8.6,2.0,1.0,3.0,0.0,2.0,2.0,2,0.0,0.23,0.12,0.35,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Rohan Ricketts,ENG,MF,Tottenham,20,1982,24,12,"1,152",12.8,1.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.08,0.08,0.16,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Liam Ridgewell,ENG,DF,Aston Villa,19,1984,11,5,498,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Chris Riggott,ENG,DF,Middlesbrough,22,1980,17,14,"1,271",14.1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Laurent Robert,FRA,"FW,MF",Newcastle Utd,28,1975,35,31,"2,578",28.6,6.0,6.0,12.0,6.0,0.0,0.0,2,1.0,0.21,0.21,0.42,0.21,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Jason Roberts,GRN,FW,Portsmouth,25,1978,10,4,477,5.3,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Carl Robinson,WAL,MF,Portsmouth,26,1976,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Paul Robinson,ENG,GK,Leeds United,23,1979,36,36,"3,238",36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Alan Rogers,ENG,DF,Leicester City,26,1977,8,7,674,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Cristiano Ronaldo,POR,"FW,MF",Manchester Utd,18,1985,29,15,"1,548",17.2,4.0,4.0,8.0,4.0,0.0,0.0,4,1.0,0.23,0.23,0.47,0.23,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Wayne Rooney,ENG,"FW,MF",Everton,17,1985,34,26,"2,442",27.1,9.0,4.0,13.0,9.0,0.0,0.0,11,0.0,0.33,0.15,0.48,0.33,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Gary Rowett,ENG,DF,Charlton Ath,29,1974,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Simon Royce,ENG,GK,Charlton Ath,31,1971,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-2004,Louis Saha,FRA,FW,Manchester Utd,24,1978,12,9,862,9.6,7.0,3.0,10.0,0.0,0.0,0.0,0,0.0,0.73,0.31,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
