Season,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90min,Ast_90min,G+A_90min,G-PK_90min,G+A-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90min,xAG_90min,xG+xAG,npxG_90min,npxG+xAG_90min,0
2012-2013,Alejandro Faurlín,ARG,MF,QPR,25,1986,11,10,777,8.6,0.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Adam Federici,AUS,GK,Reading,27,1985,21,21,"1,890",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Marouane Fellaini,BEL,MF,Everton,24,1987,31,31,"2,783",30.9,11.0,5.0,16.0,11.0,0.0,0.0,9,0.0,0.36,0.16,0.52,0.36,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Anton Ferdinand,ENG,DF,QPR,27,1985,13,10,915,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Rio Ferdinand,ENG,DF,Manchester Utd,33,1978,28,26,"2,321",25.8,1.0,1.0,2.0,1.0,0.0,0.0,2,0.0,0.04,0.04,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Shane Ferguson,NIR,"DF,MF",Newcastle Utd,21,1991,9,4,346,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.26,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Paulo Ferreira,POR,DF,Chelsea,33,1979,2,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Maynor Figueroa,HON,DF,Wigan Athletic,29,1983,33,33,"2,813",31.3,1.0,1.0,2.0,1.0,0.0,0.0,6,1.0,0.03,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Darren Fletcher,SCO,MF,Manchester Utd,28,1984,3,2,181,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Steven Fletcher,SCO,FW,Sunderland,25,1987,28,28,"2,366",26.3,11.0,1.0,12.0,11.0,0.0,0.0,3,0.0,0.42,0.04,0.46,0.42,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,José Fonte,POR,DF,Southampton,28,1983,27,25,"2,316",25.7,2.0,0.0,2.0,2.0,0.0,0.0,5,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Marc-Antoine Fortuné,FRA,FW,West Brom,31,1981,21,9,829,9.2,2.0,2.0,4.0,2.0,0.0,0.0,2,1.0,0.22,0.22,0.43,0.22,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Ben Foster,ENG,GK,West Brom,29,1983,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Danny Fox,SCO,"DF,MF",Southampton,26,1986,20,14,"1,217",13.5,1.0,1.0,2.0,1.0,0.0,0.0,3,1.0,0.07,0.07,0.15,0.07,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,David Fox,ENG,MF,Norwich City,28,1983,2,0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Kerim Frei,TUR,"FW,MF",Fulham,18,1993,7,2,236,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Brad Friedel,USA,GK,Tottenham,41,1971,11,11,990,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Emmanuel Frimpong,GHA,MF,Fulham,20,1992,6,2,223,2.5,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Fraser Fyvie,SCO,MF,Wigan Athletic,19,1993,1,0,23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,William Gallas,FRA,DF,Tottenham,34,1977,19,16,"1,528",17.0,1.0,0.0,1.0,1.0,0.0,0.0,2,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Javi García,ESP,"DF,MF",Manchester City,25,1987,24,17,"1,494",16.6,2.0,0.0,2.0,2.0,0.0,0.0,5,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Craig Gardner,ENG,MF,Sunderland,25,1986,33,32,"2,829",31.4,6.0,2.0,8.0,2.0,4.0,4.0,10,1.0,0.19,0.06,0.25,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Gary Gardner,ENG,MF,Aston Villa,20,1992,2,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Javier Garrido,ESP,DF,Norwich City,27,1985,34,34,"3,037",33.7,0.0,2.0,2.0,0.0,0.0,0.0,4,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Paulo Gazzaniga,ARG,GK,Southampton,20,1992,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,David de Gea,ESP,GK,Manchester Utd,21,1990,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Zoltán Gera,HUN,MF,West Brom,33,1979,16,14,"1,120",12.4,4.0,1.0,5.0,4.0,0.0,0.0,1,0.0,0.32,0.08,0.4,0.32,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Steven Gerrard,ENG,MF,Liverpool,32,1980,36,36,"3,221",35.8,9.0,9.0,18.0,5.0,4.0,5.0,5,0.0,0.25,0.25,0.5,0.14,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Gervinho,CIV,"FW,MF",Arsenal,25,1987,18,12,"1,012",11.2,5.0,3.0,8.0,5.0,0.0,0.0,1,0.0,0.44,0.27,0.71,0.44,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Kieran Gibbs,ENG,"DF,MF",Arsenal,22,1989,27,23,"2,103",23.4,0.0,3.0,3.0,0.0,0.0,0.0,2,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Darron Gibson,IRL,MF,Everton,24,1987,23,22,"1,804",20.0,1.0,2.0,3.0,1.0,0.0,0.0,4,1.0,0.05,0.1,0.15,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Ryan Giggs,WAL,"FW,MF",Manchester Utd,38,1973,22,12,"1,168",13.0,2.0,3.0,5.0,2.0,0.0,0.0,0,0.0,0.15,0.23,0.39,0.15,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Olivier Giroud,FRA,FW,Arsenal,25,1986,34,24,"2,333",25.9,11.0,3.0,14.0,11.0,0.0,0.0,3,1.0,0.42,0.12,0.54,0.42,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Shay Given,IRL,GK,Aston Villa,36,1976,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Serge Gnabry,GER,"FW,MF",Arsenal,17,1995,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Román Golobart,ESP,DF,Wigan Athletic,20,1992,3,2,214,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jordi Gómez,ESP,MF,Wigan Athletic,27,1985,32,17,"1,525",16.9,3.0,1.0,4.0,3.0,0.0,0.0,4,1.0,0.18,0.06,0.24,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Kaspars Gorkšs,LVA,DF,Reading,30,1981,14,14,"1,260",14.0,1.0,0.0,1.0,1.0,0.0,0.0,2,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Dan Gosling,ENG,"DF,MF",Newcastle Utd,22,1990,3,0,44,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Yoan Gouffran,FRA,"FW,MF",Newcastle Utd,26,1986,15,14,"1,042",11.6,3.0,0.0,3.0,3.0,0.0,0.0,1,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Mark Gower,ENG,MF,Swansea City,33,1978,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Danny Graham,ENG,FW,Sunderland,26,1985,13,11,951,10.6,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Danny Graham,ENG,FW,Swansea City,26,1985,18,10,902,10.0,3.0,1.0,4.0,3.0,0.0,0.0,0,0.0,0.3,0.1,0.4,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Esteban Granero,ESP,MF,QPR,25,1987,24,19,"1,660",18.4,1.0,1.0,2.0,1.0,0.0,0.0,7,0.0,0.05,0.05,0.11,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Robert Green,ENG,GK,QPR,32,1980,16,14,"1,322",14.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Magaye Gueye,FRA,"FW,MF",Everton,22,1990,2,0,51,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Chris Gunter,WAL,"DF,MF",Reading,23,1989,20,20,"1,789",19.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Danny Guthrie,ENG,MF,Reading,25,1987,21,19,"1,614",17.9,1.0,1.0,2.0,1.0,0.0,0.0,4,0.0,0.06,0.06,0.11,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jonás Gutiérrez,ARG,MF,Newcastle Utd,29,1983,34,34,"2,890",32.1,1.0,0.0,1.0,1.0,0.0,0.0,8,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Brad Guzan,USA,GK,Aston Villa,27,1984,36,36,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jonathan de Guzmán,NED,MF,Swansea City,24,1987,37,33,"2,848",31.6,5.0,6.0,11.0,5.0,0.0,0.0,6,0.0,0.16,0.19,0.35,0.16,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Ali Al-Habsi,OMA,GK,Wigan Athletic,30,1981,29,29,"2,610",29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Massadio Haïdara,MLI,"DF,MF",Newcastle Utd,19,1992,4,2,198,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Robert Hall,ENG,"FW,MF",West Ham,18,1993,1,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Brede Hangeland,NOR,DF,Fulham,31,1981,35,35,"3,046",33.8,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Steve Harper,ENG,GK,Newcastle Utd,37,1975,6,5,459,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Michael Harriman,IRL,"DF,MF",QPR,19,1992,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Joe Hart,ENG,GK,Manchester City,25,1987,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Ian Harte,IRL,DF,Reading,34,1977,16,15,"1,360",15.1,0.0,3.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Eden Hazard,BEL,"FW,MF",Chelsea,21,1991,34,31,"2,624",29.2,9.0,11.0,20.0,7.0,2.0,2.0,2,0.0,0.31,0.38,0.69,0.24,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,John Heitinga,NED,"DF,MF",Everton,28,1983,26,17,"1,607",17.9,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jordan Henderson,ENG,MF,Liverpool,22,1990,30,16,"1,535",17.1,5.0,4.0,9.0,5.0,0.0,0.0,3,0.0,0.29,0.23,0.53,0.29,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Ángelo Henríquez,CHI,FW,Wigan Athletic,18,1994,4,0,50,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,1.8,0.0,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Chris Herd,AUS,"DF,MF",Aston Villa,23,1989,9,9,752,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Javier Hernández,MEX,FW,Manchester Utd,24,1988,22,9,952,10.6,10.0,3.0,13.0,10.0,0.0,1.0,1,0.0,0.95,0.28,1.23,0.95,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Pablo Hernández,ESP,"FW,MF",Swansea City,27,1985,30,27,"2,183",24.3,3.0,6.0,9.0,3.0,0.0,0.0,3,0.0,0.12,0.25,0.37,0.12,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Tony Hibbert,ENG,DF,Everton,31,1981,6,4,433,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Clint Hill,ENG,DF,QPR,33,1978,31,31,"2,628",29.2,0.0,1.0,1.0,0.0,0.0,0.0,8,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Thomas Hitzlsperger,GER,MF,Everton,30,1982,7,4,350,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Junior Hoilett,CAN,"FW,MF",QPR,22,1990,26,15,"1,456",16.2,1.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.06,0.06,0.12,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Brett Holman,AUS,"FW,MF",Aston Villa,28,1984,27,16,"1,425",15.8,1.0,3.0,4.0,1.0,0.0,0.0,1,0.0,0.06,0.19,0.25,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Grant Holt,ENG,FW,Norwich City,31,1981,34,28,"2,564",28.5,8.0,3.0,11.0,7.0,1.0,2.0,8,0.0,0.28,0.11,0.39,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Lewis Holtby,GER,MF,Tottenham,21,1990,11,4,513,5.7,0.0,2.0,2.0,0.0,0.0,0.0,2,0.0,0.0,0.35,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jos Hooiveld,NED,"DF,MF",Southampton,29,1983,25,23,"2,031",22.6,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Wes Hoolahan,IRL,MF,Norwich City,30,1982,33,28,"2,416",26.8,3.0,3.0,6.0,3.0,0.0,0.0,3,0.0,0.11,0.11,0.22,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Tim Howard,USA,GK,Everton,33,1979,36,36,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jonny Howson,ENG,"DF,MF",Norwich City,24,1988,30,22,"2,046",22.7,2.0,1.0,3.0,2.0,0.0,0.0,2,0.0,0.09,0.04,0.13,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Tom Huddlestone,ENG,MF,Tottenham,25,1986,20,11,"1,037",11.5,0.0,4.0,4.0,0.0,0.0,0.0,3,1.0,0.0,0.35,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Aaron Hughes,NIR,DF,Fulham,32,1979,24,23,"2,115",23.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Noel Hunt,IRL,"FW,MF",Reading,29,1982,24,10,960,10.7,2.0,0.0,2.0,2.0,0.0,0.0,4,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Robert Huth,GER,DF,Stoke City,27,1984,35,35,"3,150",35.0,1.0,0.0,1.0,1.0,0.0,0.0,5,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jordon Ibe,ENG,"FW,MF",Liverpool,16,1995,1,1,63,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.43,1.43,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Stephen Ireland,IRL,MF,Aston Villa,25,1986,13,9,780,8.7,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Branislav Ivanović,SRB,DF,Chelsea,28,1984,34,33,"2,946",32.7,5.0,1.0,6.0,5.0,0.0,0.0,4,1.0,0.15,0.03,0.18,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jussi Jääskeläinen,FIN,GK,West Ham,37,1975,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Simeon Jackson,CAN,FW,Norwich City,25,1987,13,5,405,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Phil Jagielka,ENG,"DF,MF",Everton,29,1982,36,36,"3,154",35.0,2.0,1.0,3.0,2.0,0.0,0.0,1,0.0,0.06,0.03,0.09,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Gonzalo Jara,CHI,"DF,MF",West Brom,26,1985,1,0,45,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Matt Jarvis,ENG,MF,West Ham,26,1986,32,29,"2,559",28.4,2.0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Nikica Jelavić,CRO,FW,Everton,26,1985,37,26,"2,427",27.0,7.0,2.0,9.0,7.0,0.0,0.0,3,0.0,0.26,0.07,0.33,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jermaine Jenas,ENG,MF,Tottenham,29,1983,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Jermaine Jenas,ENG,MF,QPR,29,1983,12,8,813,9.0,2.0,0.0,2.0,2.0,0.0,0.0,1,0.0,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Carl Jenkinson,ENG,DF,Arsenal,20,1992,14,14,"1,186",13.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Cameron Jerome,ENG,FW,Stoke City,25,1986,26,8,"1,123",12.5,3.0,3.0,6.0,3.0,0.0,0.0,3,0.0,0.24,0.24,0.48,0.24,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-2013,Park Ji-sung,KOR,MF,QPR,31,1981,20,15,"1,341",14.9,0.0,3.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
